source_provider_name,source_health_system,source_geography,source_service_line,source_market,source_period,source_volume,payer_type,data_source,source_file
inova,,Northern Virginia,ortho,Virginia Demo Market,2023 Q3,2547,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Sentara Healthcare,,Hampton Roads,Womens Health,Virginia Demo Market,Apr-Jun 2020,715,All Payer,mock_source_v2,provider_volume_2019_2023.csv
VCU HEALTH,VCU Health System,Richmond,ortho,Virginia Demo Market,2021-Q1,n/a,All Payer,mock_source_v2,vol_export_final.csv
Novant Health,Novant Health,Northern Virginia,Oncology,Virginia Demo Market,2022-Q3,311,Medicare,mock_source_v2,vol_export_final.csv
Carilion Clinic,Carilion Clinic,Roanoke,ONC,Virginia Demo Market,Q1/2020,565,,mock_source_v2,vol_export_FINAL_v2.csv
MEDSTAR,MedStar Health,DC Metro,Cardiology,Virginia Demo Market,Oct-Dec 2021,1506,All Payer,mock_source_v2,provider_volume_2019_2023.csv
inova,,Northern Virginia,onc.,Virginia Demo Market,Q1 2021,1404,Unknown,mock_source_v2,provider_volume_2019_2023.csv
LUMINIS HEALTH,Luminis Health,Maryland,GI Services,Virginia Demo Market,Jul-Sep 2020,239,All Payer,mock_source_v2,provider_volume_2019_2023.csv
vcu health,VCU Health System,Richmond,GI,Virginia Demo Market,2020-Q2,,Medicare,mock_source_v2,provider_volume_2019_2023.csv
NOVANT HEALTH,Novant Health,Northern Virginia,ONC,Virginia Demo Market,Q1-2020,289,Commercial,mock_source_v2,provider_volume_2019_2023.csv
Carilion,Carilion Clinic,Roanoke,Heart Services,Virginia Demo Market,2021 Q1,842,All Payer,mock_source_v2,vol_export_final.csv
Inova Health,Inova Health System,Northern Virginia,cardiac services,Virginia Demo Market,Q4-2022,2670,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
Sentara Health,Sentara Healthcare,Hampton Roads,women's health,Virginia Demo Market,2020-Q4,1335,Unknown,mock_source_v2,vol_export_final.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,Emergency,Virginia Demo Market,Jan-Mar 2019,1570,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
HCA Virginia,HCA Healthcare,Richmond,cardiac services,Virginia Demo Market,Q3 2022,1086,Medicare,mock_source_v2,provider_volume_2019_2023.csv
INOVA,Inova Health System,Northern Virginia,cardiology,Virginia Demo Market,Jul-Sep 2020,1681,Commercial,mock_source_v2,provider_volume_2019_2023.csv
MEDSTAR HEALTH,MedStar Health,DC Metro,emergency services,Virginia Demo Market,Q2/2019,1747,Medicare,mock_source_v2,vol_export_final.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,ONCOLOGY,Virginia Demo Market,Jan-Mar 2022,315,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
vcu health,VCU Health System,Richmond,oncology,Virginia Demo Market,Q1/2019,2786,All Payer,mock_source_v2,vol_export_final.csv
Privia Hlth,Privia Health Group,Northern Virginia,Mental Health,Virginia Demo Market,Q4/2023,463,Medicare,mock_source_v2,provider_volume_2019_2023.csv
INOVA,Inova Health System,Northern Virginia,behavioral health,Virginia Demo Market,Q3 2020,528,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Inova Loudoun,,Northern Virginia,Oncology Services,Virginia Demo Market,Q2-2023,311,Unknown,mock_source_v2,provider_volume_2019_2023.csv
CARILION CLINIC,Carilion Clinic,Roanoke,Oncology,Virginia Demo Market,2020-Q3,492,Medicare,mock_source_v2,provider_volume_2019_2023.csv
novant health,Novant Health,Northern Virginia,cardiac services,Virginia Demo Market,Q1-2020,752,All Payer,mock_source_v2,provider_volume_2019_2023.csv
MedStar,MedStar Health,DC Metro,Women's Health,Virginia Demo Market,Q3-2020,915,Medicare,mock_source_v2,provider_volume_2019_2023.csv
HCA,HCA Healthcare,Richmond,Women's Health,Virginia Demo Market,Jul-Sep 2023,1047,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
LUMINIS HEALTH,Luminis Health,Maryland,behav hlth,Virginia Demo Market,Q4/2023,249,Medicare,mock_source_v2,vol_export_final.csv
PRIVIA HEALTH GROUP,Privia Health Group,Northern Virginia,E.D.,Virginia Demo Market,Q3/2020,77,Commercial,mock_source_v2,vol_export_final.csv
Luminis,Luminis Health,Maryland,Neuro,Virginia Demo Market,2022 Q3,354,All Payer,mock_source_v2,provider_volume_2019_2023.csv
HCA VIRGINIA,HCA Healthcare,Richmond,ORTHOPEDICS,Virginia Demo Market,Q2 2020,671,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Sentara Healthcare,Sentara Healthcare,Hampton Roads,Orthopedics,Virginia Demo Market,Q4-2021,1411,All Payer,mock_source_v2,provider_volume_2019_2023.csv
HCA VIRGINIA,HCA Healthcare,Richmond,Musculoskeletal,Virginia Demo Market,2022 Q1,"1,202",All Payer,mock_source_v2,vol_export_FINAL_v2.csv
sentara hlth,Sentara Healthcare,Hampton Roads,Neuro,Virginia Demo Market,2021-Q1,793,,mock_source_v2,vol_export_FINAL_v2.csv
Carilion Clinic,Carilion Clinic,Roanoke,women's health,Virginia Demo Market,Q3-2019,771,All Payer,mock_source_v2,vol_export_final.csv
HCA Healthcare VA,HCA Healthcare,Richmond,emergency services,Virginia Demo Market,Q2/2023,2140,All Payer,mock_source_v2,vol_export_final.csv
HCA,HCA Healthcare,Richmond,Neurology,Virginia Demo Market,Q2/2023,506,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
Inova Health,Inova Health System,Northern Virginia,OB/GYN,Virginia Demo Market,Q3 2021,"1,990",Commercial,mock_source_v2,provider_volume_2019_2023.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,cardiac services,Virginia Demo Market,2020-Q1,596,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Luminis,Luminis Health,Maryland,Cardiac,Virginia Demo Market,2021 Q1,680,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Novant,Novant Health,Northern Virginia,Emergency,Virginia Demo Market,2023 Q2,974,Commercial,mock_source_v2,provider_volume_2019_2023.csv
U.V.A. Health,UVA Health,Charlottesville,BH,Virginia Demo Market,2019-Q4,421,All Payer,mock_source_v2,vol_export_final.csv
Carilion Clinic,Carilion Clinic,Roanoke,ORTHO,Virginia Demo Market,Q2-2021,779,,mock_source_v2,vol_export_FINAL_v2.csv
Sentara Health,,Hampton Roads,ORTHOPEDICS,Virginia Demo Market,2022-Q4,1450,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
InOva,Inova Health System,Northern Virginia,GASTROENTEROLOGY,Virginia Demo Market,2019 Q1,858,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
sentara hlth,,Hampton Roads,MSK,Virginia Demo Market,2020 Q2,671,All Payer,mock_source_v2,provider_volume_2019_2023.csv
UVA,UVA Health,Charlottesville,Cancer Services,Virginia Demo Market,Q4-2022,1352.0,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Privia Health,Privia Health Group,Northern Virginia,Cardiology,Virginia Demo Market,Q3-2023,510,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
privia health,Privia Health Group,Northern Virginia,Neurology,Virginia Demo Market,Q3-2022,241,All Payer,mock_source_v2,provider_volume_2019_2023.csv
PRIVIA HEALTH GROUP,Privia Health Group,Northern Virginia,emergency services,Virginia Demo Market,2021 Q1,123,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
CARILION,Carilion Clinic,Roanoke,GASTROENTEROLOGY,Virginia Demo Market,Q3 2023,427,Medicare,mock_source_v2,vol_export_final.csv
INOVA HEALTH SYSTEM,Inova Health System,Northern Virginia,Orthopedic,Virginia Demo Market,Q1/2019,"2,578",Unknown,mock_source_v2,provider_volume_2019_2023.csv
U.V.A. Health,UVA Health,Charlottesville,GI Services,Virginia Demo Market,Oct-Dec 2019,484,Medicare,mock_source_v2,vol_export_final.csv
uva health,UVA Health,Charlottesville,Gastro,Virginia Demo Market,Q1 2021,472,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
VCU Health,,Richmond,CARD,Virginia Demo Market,2023 Q2,1142,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Bon Secours Health,Bon Secours Mercy Health,Richmond,Neurological Svcs,Virginia Demo Market,Jul-Sep 2023,408,All Payer,mock_source_v2,provider_volume_2019_2023.csv
MedStar,MedStar Health,DC Metro,ORTHOPEDICS,Virginia Demo Market,2023-Q2,1363,Medicare,mock_source_v2,vol_export_final.csv
UVA,UVA Health,Charlottesville,Womens Health,Virginia Demo Market,Q1 2021,904,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
V.C.U. Health,VCU Health System,Richmond,Psychiatry,Virginia Demo Market,Q1/2021,1060,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
sentara,Sentara Healthcare,Hampton Roads,Mental Health,Virginia Demo Market,Q4-2019,415,All Payer,mock_source_v2,provider_volume_2019_2023.csv
INOVA LOUDOUN,Inova Health System,Northern Virginia,WOMENS HEALTH,Virginia Demo Market,Q2 2021,851,,mock_source_v2,provider_volume_2019_2023.csv
LUMINIS,Luminis Health,Maryland,orthopaedics,Virginia Demo Market,Q1 2019,529,Medicare,mock_source_v2,provider_volume_2019_2023.csv
hca hlth va,HCA Healthcare,Richmond,orthopaedics,Virginia Demo Market,2021 Q1,"1,172",All Payer,mock_source_v2,vol_export_FINAL_v2.csv
NOVANT,Novant Health,Northern Virginia,Gastro,Virginia Demo Market,2023-Q3,344,,mock_source_v2,vol_export_final.csv
NOVANT,Novant Health,Northern Virginia,neuro services,Virginia Demo Market,2020 Q2,166,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
sentara hlth,,Hampton Roads,NEURO,Virginia Demo Market,Q3 2023,845,Unknown,mock_source_v2,provider_volume_2019_2023.csv
Privia,Privia Health Group,Northern Virginia,Oncology,Virginia Demo Market,2021-Q3,170,All Payer,mock_source_v2,provider_volume_2019_2023.csv
HCA,HCA Healthcare,Richmond,CARDIOLOGY,Virginia Demo Market,Q3/2021,1021,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Sentara Healthcare,Sentara Healthcare,Hampton Roads,ED,Virginia Demo Market,2019 Q2,2120,Commercial,mock_source_v2,vol_export_final.csv
MEDSTAR,MedStar Health,DC Metro,Women,Virginia Demo Market,2023-Q2,1155,,mock_source_v2,vol_export_final.csv
inova loudoun,Inova Health System,Northern Virginia,GI Services,Virginia Demo Market,Apr-Jun 2020,122,Unknown,mock_source_v2,vol_export_final.csv
inova health,Inova Health System,Northern Virginia,Orthopedic,Virginia Demo Market,2021-Q1,2408 cases,Medicare,mock_source_v2,provider_volume_2019_2023.csv
UVA Health,UVA Health,Charlottesville,Cardiology,Virginia Demo Market,Q2 2023,991,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
HCA,HCA Healthcare,Richmond,Womens Health,Virginia Demo Market,2019 Q2,1056,Commercial,mock_source_v2,vol_export_final.csv
VCU Medical Center,VCU Health System,Richmond,cardiac services,Virginia Demo Market,2023 Q4,1282,,mock_source_v2,vol_export_FINAL_v2.csv
Sentara,Sentara Healthcare,Hampton Roads,Womens Health,Virginia Demo Market,Jul-Sep 2019,1613,All Payer,mock_source_v2,vol_export_final.csv
Inova Loudoun,Inova Health System,Northern Virginia,womens hlth,Virginia Demo Market,Q3 2020,667,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
VCU Medical Center,,Richmond,Oncology Services,Virginia Demo Market,2022-Q4,"3,361",Unknown,mock_source_v2,vol_export_FINAL_v2.csv
U.V.A. Health,UVA Health,Charlottesville,Gastro,Virginia Demo Market,Q3/2023,550,Medicare,mock_source_v2,vol_export_final.csv
BSMH,Bon Secours Mercy Health,Richmond,cardiac services,Virginia Demo Market,2023 Q2,896,All Payer,mock_source_v2,vol_export_final.csv
sentara hlth,Sentara Healthcare,Hampton Roads,Cancer Services,Virginia Demo Market,Q2-2021,897,All Payer,mock_source_v2,provider_volume_2019_2023.csv
hca virginia,HCA Healthcare,Richmond,BH,Virginia Demo Market,Q3-2023,347,Medicaid,mock_source_v2,vol_export_final.csv
sentara hlth,,Hampton Roads,MSK,Virginia Demo Market,Q1 2021,1257,Commercial,mock_source_v2,provider_volume_2019_2023.csv
sentara hlth,Sentara Healthcare,Hampton Roads,Neurology,Virginia Demo Market,Jul-Sep 2019,724.0,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours,Bon Secours Mercy Health,Richmond,Gastroenterology,Virginia Demo Market,Q3/2021,475,Medicare,mock_source_v2,vol_export_final.csv
PRIVIA,,Northern Virginia,ORTHOPEDICS,TBD,Q3/2022,473,Medicare,mock_source_v2,provider_volume_2019_2023.csv
inova loudoun,Inova Health System,Northern Virginia,Orthopedics,Virginia Demo Market,Jul-Sep 2021,791,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
carilion clinic,Carilion Clinic,Roanoke,Womens Health,Virginia Demo Market,Q4/2023,769,All Payer,mock_source_v2,vol_export_final.csv
MEDSTAR HEALTH,MedStar Health,DC Metro,Psych,Virginia Demo Market,Q3/2019,505,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
SENTARA,Sentara Healthcare,Hampton Roads,Neurology,Virginia Demo Market,Q4-2022,864,All Payer,mock_source_v2,vol_export_final.csv
inova,Inova Health System,Northern Virginia,Psychiatry,Virginia Demo Market,Jan-Mar 2021,652,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
,,,,,,,,,
privia health,,Northern Virginia,Musculoskeletal,Virginia Demo Market,Q3/2023,501,Medicare,mock_source_v2,vol_export_final.csv
Bon Secours Mercy,,Richmond,Heart Services,Virginia Demo Market,Jan-Mar 2019,925,Medicare,mock_source_v2,vol_export_final.csv
Luminis Health,Luminis Health,Maryland,Neurology,Virginia Demo Market,Q1/2019,353,Medicare,mock_source_v2,provider_volume_2019_2023.csv
hca hlth va,HCA Healthcare,Richmond,Orthopedic,Virginia Demo Market,2023 Q1,1283,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Luminis,Luminis Health,Maryland,ER Services,Virginia Demo Market,Q3-2020,706,Unknown,mock_source_v2,vol_export_final.csv
LUMINIS HEALTH,Luminis Health,Maryland,cancer,Virginia Demo Market,Q1/2019,408,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
uva health,UVA Health,Charlottesville,Womens Health,Virginia Demo Market,Jan-Mar 2022,879,All Payer,mock_source_v2,vol_export_final.csv
SENTARA HEALTH,Sentara Healthcare,Hampton Roads,card.,Virginia Demo Market,Q1/2022,1736,,mock_source_v2,vol_export_final.csv
vcu,VCU Health System,Richmond,behav hlth,Virginia Demo Market,Q3/2020,792,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Inova Loudoun,Inova Health System,Northern Virginia,cancer,Virginia Demo Market,Jul-Sep 2020,,All Payer,mock_source_v2,vol_export_final.csv
sentara,Sentara Healthcare,Hampton Roads,oncology,Virginia Demo Market,2023-Q1,881,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
Med Star,MedStar Health,DC Metro,CARD,Virginia Demo Market,Q1 2020,"1,373",Medicare,mock_source_v2,vol_export_final.csv
HCA,HCA Healthcare,Richmond,NEURO,Virginia Demo Market,2022-Q4,546,Medicare,mock_source_v2,provider_volume_2019_2023.csv
MedStar Health,,DC Metro,Neurological Svcs,Virginia Demo Market,2019 Q1,796,Medicare,mock_source_v2,provider_volume_2019_2023.csv
NOVANT,Novant Health,Northern Virginia,Cancer Services,Virginia Demo Market,2020-Q2,142,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Novant Health,Novant Health,Northern Virginia,onc.,Virginia Demo Market,Q2/2023,338,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
MedStar Health,,DC Metro,Musculoskeletal,Virginia Demo Market,Q1-2021,"1,003",All Payer,mock_source_v2,vol_export_FINAL_v2.csv
VCU Health,VCU Health System,Richmond,ED,Virginia Demo Market,Oct-Dec 2021,1828,Medicare,mock_source_v2,provider_volume_2019_2023.csv
hca hlth va,HCA Healthcare,Richmond,Oncology,Virginia Demo Market,2022 Q2,494,,mock_source_v2,vol_export_final.csv
Med Star,MedStar Health,DC Metro,neuro services,Virginia Demo Market,Q1-2020,797,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
INOVA LOUDOUN,Inova Health System,Northern Virginia,card.,Virginia Demo Market,2020-Q3,460,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
NOVANT HEALTH,Novant Health,Northern Virginia,card.,Virginia Demo Market,2020 Q3,530,Medicare,mock_source_v2,vol_export_final.csv
VCU Medical Center,VCU Health System,Richmond,Behavioral Health,Virginia Demo Market,Jan-Mar 2023,1214,All Payer,mock_source_v2,provider_volume_2019_2023.csv
sentara hlth,Sentara Healthcare,Hampton Roads,gastro,Virginia Demo Market,Q4 2023,767,All Payer,mock_source_v2,vol_export_final.csv
Novant,Novant Health,Northern Virginia,onc.,Virginia Demo Market,2020 Q4,276,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours Health,Bon Secours Mercy Health,Richmond,Psych,Virginia Demo Market,Q4-2023,229,All Payer,mock_source_v2,vol_export_final.csv
NovantHlth,Novant Health,Northern Virginia,ortho,Virginia Demo Market,Jan-Mar 2021,781,Medicaid,mock_source_v2,vol_export_final.csv
MedStar,MedStar Health,DC Metro,emergency services,Virginia Demo Market,2019-Q4,"1,909",Commercial,mock_source_v2,provider_volume_2019_2023.csv
Loudoun Hospital,Inova Health System,Northern Virginia,Oncology Services,Virginia Demo Market,2020 Q4,265,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,ER Services,Virginia Demo Market,Q2-2021,917,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Carilion Clinic,Carilion Clinic,Roanoke,ortho,Virginia Demo Market,Q1/2020,583,All Payer,mock_source_v2,vol_export_final.csv
UVA Healthcare,UVA Health,Charlottesville,onc.,Virginia Demo Market,Q1/2019,"1,245",,mock_source_v2,provider_volume_2019_2023.csv
Carilion Clinic,Carilion Clinic,Roanoke,Emerg Svcs,Virginia Demo Market,Q1/2022,1231,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
carilion clinic,Carilion Clinic,Roanoke,gastro,Virginia Demo Market,2023 Q4,396,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Luminis,Luminis Health,Maryland,gi services,Virginia Demo Market,Q1-2022,282,Medicare,mock_source_v2,vol_export_final.csv
inova health,Inova Health System,Northern Virginia,NEUROLOGY,Virginia Demo Market,2020 Q4,1015,,mock_source_v2,provider_volume_2019_2023.csv
CARILION,Carilion Clinic,Roanoke,Cardiac,Virginia Demo Market,Q1-2020,822,All Payer,mock_source_v2,vol_export_final.csv
HCA Healthcare VA,HCA Healthcare,Richmond,NEUROLOGY,Virginia Demo Market,Q1 2021,513.0,,mock_source_v2,vol_export_FINAL_v2.csv
Inova Health,Inova Health System,Northern Virginia,Neuro,Virginia Demo Market,Q4-2023,1230,,mock_source_v2,vol_export_final.csv
MedStar,MedStar Health,DC Metro,neuro services,Virginia Demo Market,Q4-2021,871,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
Novant,Novant Health,Northern Virginia,WOMENS HEALTH,Virginia Demo Market,Q4 2022,767,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
Luminis Hlth,Luminis Health,Maryland,womens hlth,Virginia Demo Market,Jan-Mar 2019,,All Payer,mock_source_v2,provider_volume_2019_2023.csv
MEDSTAR HEALTH,MedStar Health,DC Metro,ONCOLOGY,Virginia Demo Market,Jan-Mar 2021,927,Commercial,mock_source_v2,provider_volume_2019_2023.csv
sentara,Sentara Healthcare,Hampton Roads,cardiac services,Virginia Demo Market,Apr-Jun 2022,1610,Medicare,mock_source_v2,provider_volume_2019_2023.csv
VCU HEALTH,VCU Health System,Richmond,neurology,Virginia Demo Market,Jul-Sep 2020,1182,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Loudoun Hospital,Inova Health System,Northern Virginia,behavioral health,Virginia Demo Market,Q3-2019,148,Medicare,mock_source_v2,vol_export_final.csv
privia health,,Northern Virginia,cardiology,Virginia Demo Market,Q2/2021,444,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
Carilion Clinic,Carilion Clinic,Roanoke,CARDIOLOGY,Virginia Demo Market,2020-Q4,763.0,Medicare,mock_source_v2,provider_volume_2019_2023.csv
CARILION,Carilion Clinic,Roanoke,Gastroenterology,Virginia Demo Market,Q2/2023,441,Medicaid,mock_source_v2,vol_export_final.csv
NOVANT,Novant Health,Northern Virginia,NEURO,Virginia Demo Market,Q4/2023,426,All Payer,mock_source_v2,vol_export_final.csv
carilion clinic,Carilion Clinic,Roanoke,Cardiac,Virginia Demo Market,Q3-2022,744,All Payer,mock_source_v2,provider_volume_2019_2023.csv
LUMINIS HEALTH,Luminis Health,Maryland,ONCOLOGY,Virginia Demo Market,Jul-Sep 2021,399,Commercial,mock_source_v2,vol_export_final.csv
Privia,Privia Health Group,Northern Virginia,ortho,Virginia Demo Market,2021 Q3,440,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
VCU,VCU Health System,Richmond,neurology,Virginia Demo Market,2022 Q3,1585,,mock_source_v2,vol_export_final.csv
